Код,"Альтернативный код",Бренд,Наименование,Применение,"Цена закупки","Цена продажи",Количество,Склад,"Локальный склад?","Фото детали"
819052C000,,KIA-HYUNDAI,"Личинки замков комплект + ключи","Coupe 01~",0,2115,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/819052c000-hyundai-03.jpg
0K20312101A,0K20312101/0K24712101/0K93712101/85006600/420003710,KIA-HYUNDAI,Гидрокомпенсатор,"Rio,Sephia,Shuma,Carens1.5L,1.6L,1.8L",0,225,14,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k20312101a-kia-01.jpg
SP1192,000085BSX/583023JA00/583023JA51/583024DA00/583024DE00/583024HA00/C20310ABE/CKKK38/EC1192/FPH19R/HP1192/KBPH163/KM0703449/KM0703449E9/KM0703450/KM0703450E9/KM0703473/KM0703473E9/KM0703474/KM0703474E9/KM0703476/KM0703476E9/MPH42/MPH43/MPK33/PN0457/QE0610/S583024DE00,SANGSIN,"Колодки тормозные задние (диск)","Veracruz 08~ Sorento 14~ H-1 07~",0,477,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/sp1192-sangsin-02.jpg
Z08BRGSD00079,0K55112730/0K55112730A/243174X000/243174X001/70254HSC/E50305/GBEK003/GT40960/KBEK003/KM0800084/PSBC003/QI0605P/T42222/VKM84504/532045110,KAP,"Ролик натяжения ремня ГРМ","Carnival  2,9 TD Terracan 2,9 CRDi",0,432,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/z08brgsd00079-kap-01.jpg
CEKH36L,568201E000/07100052/07110092/568201G900/CEKK31L/CTK024/DEKH35/DEKK27/ED9028/ED9064/EKK39L/EX568201E000/K07ENDSD03758/KM0700035/KM0703005/KSTH035/PXCTA033/QN0614P/SMTEH033/SQEKK39L/TS568201G900/YEH33/YEK17/Z07ENDSD03752,CTR,"Наконечник рулевой левый","Rio III Accent 06-11",0,279,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/cekh36l-ctr-02.jpg
495954D000,CWK214/H07BUTSD06499/KM0702327/PXCWB214,TOPIC,"Пильовик шруса внутрішній","Carnival 06-12",0,203,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/495954d000-topic-01.jpg
985103B000,985103A000/136601320/9851022000/9851034000,HYUNIL,"Насос омывателя стекла","Trajet 00~ Magentis 01~ K2500 Atos 97-03",0,140,3,"Кременчуг - 1",1,
58737B1000,58737B1000DS,KIA-HYUNDAI,"Шланг тормозной задний левый","Genesis G80",0,680,1,"Кременчуг - 1",1,
12362LLECOC1,,PHILIPS,"Лампа накаливания H11 12V 55w",Univ,0,248,1,"Кременчуг - 1",1,
9030107033,90301A0037/9030107033000,TOYOTA,"Кольцо форсунки верхнее",TOYOTA,0,41,12,"Кременчуг - 1",1,
5772438010,08100110/ADG08764/CRKH17/CRKK19/CTH024/DRKH06/DRKH6/DRKK14/EX5772438010/GSRH006/HYAX1819/I30510H/I30510OEM/IK3510MANDO/J4840522/K07JNTSD03824/KM0700810/LM34519/PXCUA006S/QM0810P/SQRKH17/SRK8050/SRKH006/T3403010MANDO/410159/410871/3451901/9987112/5772438000,OEM,"Тяга рульова","Sonata EF Magentis GD 01-05",0,113,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5772438010-oem-02.jpg
Z07BSHSD02774,1011AATAH0/131I1F1/ADG08003/ADG08013/ADG080191/CBH001/CVKH17/CVKH29/DCC010611/DCC010613/KM0700504/KM0700504PH/QS0804AP/RUH03/Z07BSHPH04375/5455102000/5455122000/5455122100,KAP,"Сайлентблок переднего рычага","Accent 94-99 Atos",0,45,1,"Кременчуг - 1",1,
1311CBBAH3,545803E100/CBK046/K07BSHPH04373/KM0701096PH/PXCBB003B,"PYUNG HWA","Сайлентблок переднего нижнего рычага передний","Sorento 06~",0,126,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1311cbbah3-pyung-hwa-01.jpg
Z05FANSD00033,253803A150/B100AJWCA11P/GRFH041/HC253803A150/KM0500299/NAAA010/PXNAA010,KAP,"Диффузор радиатора в сборе","Grandeur 06~",0,743,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/z05fansd00033-kap-03.jpg
954302E100,954302E110,KIA-HYUNDAI,"Трансмиттер (брелок центрального замка)",,0,1125,12,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/954302e100-hyundai-02.jpg
H06HOSSD00374,KM0600045/VFII226/427410226/2541128251,KAP,"Патрубок радиатора охлаждения верхний","Elantra 90-95",0,261,1,"Кременчуг - 1",1,
876111R310,876111R300/876111R500,KIA-HYUNDAI,"Стекло зеркала заднего вида левое","Accent 11~",0,315,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/876111r310-hyundai-02.jpg
231212G590,,KIA-HYUNDAI,"Звёздочка коленвала","2,4i 12~ Univ (only 40T)",0,819,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/231212g590-kia-hyundai-02.jpg
4PK820,0500040820/38920P34K01/38920P54003/38920P54004/38920PP4E01/38920PP4E02/3PK765/4PK813/4PK814/4PK815/4PK816/4PK817/4PK818/4PK819/4PK821/4PK822/4PK823/4PK824/4PK825/4PK826/56992P02003/56992P02004/56992P02014/56992P1KE03/56992PO2003/56992PO2004/977131E000/F26218381/F26218381A/F26218381X/F80115381A/H11BLTPK00001/K11BLTPK00002/KM1100001/KM1100001GATE/KM1100111/MB4PK815/S977131E000/Z11BLTPK00206/1987947970/1987948341/9771322260/9771322261,CONTITECH,"Ремінь кондиціонера","Accent 06~ 1.4/1.6",0,77,1,"Кременчуг - 1",1,
F500LFDDC03P,97701C1100,HCC,"Компрессор кондиционера","Sonata 14~",0,16182,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/f500lfddc03p-hcc-03.jpg
4082106000,,"SSANG YONG",Клипса,"KORANDO  KYRON  RODIUS/STAVIC",0,5,1405,"Кременчуг - 1",1,
7881532501,,"SSANG YONG","Бампер задний (+PAS)","Actyon SPORT 12~",0,6570,1,"Кременчуг - 1",1,
934902W310,,KIA-HYUNDAI,"Контактная группа AIR-BAG","Santa Fe 12~",0,869,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934902w310-hyundai-03.jpg
2828627400,KM0400280MT,TOPIC-MT,"Прокладка турбины","Santa Fe 06~",0,27,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2828627400-topic-mt-01.jpg
876112W000,876112W010,KIA-HYUNDAI,"Стекло зеркала заднего вида левое","SantaFe 12-15",0,675,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/876112w000-hyundai-02.jpg
871301M300,,KIA-HYUNDAI,"Молдинг стекла заднего (нижний)","Cerato 10~ COUPE - 2DR",0,783,2,"Кременчуг - 1",1,
98812H1000,,KIA-HYUNDAI,"Колпачок поводка стеклоочистителя заднего","Terracan 01~",0,36,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/98812h1000-hyundai-01.jpg
QD41430T32040,05114332AA/0B7141671/A0002542508/A0002545208/ZA360832,FTE,"Подшипник выжимной сцепления (гидравлический)","H350 14~ HD35 14~ 2,5TDi",0,3825,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/qd41430t32040-fte-03.jpg
517202D100,517202D000/DAC39740036/DAC3974003634/DAC39740036S/EBW10008S/F584183/GH039080/GH039080D/H10510/HB724/IJ111005/J4700511/K08BRGSD00036/KM0800108/PSAH005/R18413/S517202D100/VKBA6812,TOPIC,"Підшипник маточини передній","Cerato 06~11 Elantra -05 Matrix",0,347,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/517202d100-topic-01.jpg
96554383,CQD082/G06HOSSD00654/GHSD095/KG0600201/NSP0196554383,TOPIC,"Патрубок опалювача","Lacetti 03-08",0,67,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96554383-topic-01.jpg
311102D532A,,KIA-HYUNDAI,"Насос топливный",,0,1521,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/311102d532a-hyundai-01.jpg
95940867,95173683/95910109,"GENERAL MOTORS","Наклейка молдинга передней двери","Aveo 03-08",0,135,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/95940867-general-motors-02.jpg
7932017000,,KIA-HYUNDAI,"Петля двери передней верхняя","Matrix 01~ Carnival 06-12",0,104,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/7932017000-hyundai-03.jpg
983513X100,983513R100/983513S000/8521424051,KIA-HYUNDAI,"Резинка щётки стеклоочистителя",Univ,0,225,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/983513x100-kia-hyundai-01.jpg
278105H401,288555H400,KIA-HYUNDAI,"Патрубок  интеркулера (в сборе)","HD59 HD60 HD65 HD72 98~",0,2178,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/278105h401-hyundai-03.jpg
977622F110,977622F100,KIA-HYUNDAI,"Трубка кондиционера",Cerato,0,900,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/977622f110-kia-02.jpg
KM0100430,0K7Y011SJ0/BTK073010STD/CJB067S/K01TRUCN00250,TOPIC,"Полукольца коленвала (STD)","Clarus 2.0L Sportage",0,149,1,"Кременчуг - 1",1,
5818945000,,KIA-HYUNDAI,"Шайба пружины тормозного барабана","HD45/HD65/HD75 08~",0,30,8,"Кременчуг - 1",1,
2828627000,KM0400279MT/P1QA007,TOPIC-MT,"Прокладка турбины","Tucson 2.0TD/Santa Fe 2.0 TD Sportage 2,0TD",0,36,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2828627000-topic-mt-01.jpg
3191138000,31911H1800/B30519PR/FS2809/GFFH029/J1336035/KM0300033/PCA017/Z03FULSD00079,OEM,"Фильтр топливный","Sonata EF Joice",0,131,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3191138000-oem-01.jpg
243552E100,,TOPIC,"Клапан OCV (давления масла)","1.8i/2.0i Elantra 11-13~ i40 11~ iX35 13~  Sonata YF 10~  Carens 12~ Forte 12~ Optina 10~ Sportage 13~",0,585,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/243552e100-topic-01.jpg
4141339260,,KIA-HYUNDAI,"Втулка направляющей вилки сцепления",Tucson,0,60,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/4141339260-hyundai-02.jpg
952254B010,952254B000,SINWON,"Реле электрическое",Univ,0,198,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/952254b010-sinwon-02.jpg
253331E000,,KIA-HYUNDAI,"Кронштейн крепления радиатора","Accent 06-11",0,48,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/253331e000-hyundai-01.jpg
5774038000,CPH006/EX5774038000/PXCPA006,KIA-HYUNDAI,"Пильовик рульової рейки","Sonata NF Magentis 00-06",0,92,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5774038000-hyundai-01.jpg
9851034000,985103A000/985103B000/136601320/9851022000,HYUNIL,"Насос омывателя стекла","Trajet 00~ Magentis 01~ K2500 Atos 97-03",0,140,3,"Кременчуг - 1",1,
58738B1000,58738B1000DS,KIA-HYUNDAI,"Шланг тормозной задний правый","Genesis G80",0,680,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/58738b1000-kia-hyundai-02.jpg
KM0100345,0K01312101/0K01412101/0K01G12101A/CETB004/HCETB004/HL5373/K01ADJCN04306/KM0100345CHN/OKP302/T7604002JP/85013400,TOPIC,Гидрокомпенсатор,"Sportage 2.0~ Clarus 2.0~",0,207,2,"Кременчуг - 1",1,
54179,W54179,WYNNS,"Аэрозоль для очистки карбюратора",Univ,0,122,2,"Кременчуг - 1",1,
868612D000,,KIA-HYUNDAI,"Брызговик задний левый (перед)","Elantra 00-03",0,68,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/868612d000-hyundai-03.jpg
0K74P34012,127014,GUNYOUNG,"Прокладка пружины","Pregio 97-05",0,122,4,"Кременчуг - 1",1,
9091911007,9091911005,TOYOTA,"Наконечник свечной","Toyota UNIV",0,122,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/9091911007-toyota-01.jpg
KZ36202100,2110126C50/2110126C80/2110126J00/2110226F00/G4ED/G4ED8071906/KZ36602200,KIA-HYUNDAI,"Двигатель в сборе (под АКПП)","Сеrато 04~ 1.6i Matrix 01~",0,40500,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/kz36202100-kia-hyundai-06.jpg
529333X306,529333X305/70699443,KIA-HYUNDAI,"Датчик давления в шинах","RIO 14~ ELANTRA 14~",0,1724,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/529333x306-hyundai-02.jpg
6618983025,,"SSANG YONG",Клипса,,0,3,1320,"Кременчуг - 1",1,
7881432501,,"SSANG YONG","Бампер задний (-PAS)","Actyon SPORT 12~",0,8100,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/7881432501-ssang-yong-02.jpg
7223308B00LAM,,"SSANG YONG","Накладка подлокотника левой двери",REXTON,0,698,1,"Кременчуг - 1",1,
934903J000,,KIA-HYUNDAI,"Контактная группа AIR-BAG","Veracruz 06~IX55 08~",0,1278,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934903j000-hyundai-02.jpg
2841122601,2841122601X/GGXH100/H04GSKNA00970/KM0400293NA/KM0400293RU,TOPIC,"Прокладка впускного коллектора","Accent 00-06",0,23,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2841122601-topic-01.jpg
871301G000,,NG,"Молдинг стекла заднего","Rio 05~",0,176,1,"Кременчуг - 1",1,
938102E000,330863/0612563SX/BS4667/1810300/9381038000/9381038001,KAP,"Датчик включения стоп-сигнала","Tucson Sonata EF Matrix",0,88,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/938102e000-kap-02.jpg
437612D100,437612H100,KIA-HYUNDAI,"Втулка кулисы КПП","Elantra 00~ 06~ Accent 06~ Rio 06~ Getz Matrix Sonata Picanto",0,36,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/437612d100-hyundai-01.jpg
KG0400021RU,384.360/101398/01155800/5650962/9640102/55353321,TOPIC,"Прокладка корпуса масляного фильтра","UNIV OPEL/GM/CHEVROLET/DAEWOO",0,45,1,"Кременчуг - 1",1,
529361J000,,KIA-HYUNDAI,"Вентиль диска колесного","i20 Sorento 09~ ix20 Optima 11~ Soul 09~",0,765,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/529361j000-hyundai-03.jpg
95860623020,,PORSCHE,"(Б/В) Датчик тиску паливної рампи","3.6i Porsche",0,1125,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/95860623020-porsche-01.jpg
96830370,G06ADTSD00008/KG0600218/96351207,TOPIC,"Штуцер патрубка водяного насоса","AVEO 03~  LACETTI 03~",0,27,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96830370-topic-01.jpg
28113H8100,WA9859,WIX,"Фильтр воздушный","Rio 17~",0,198,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/28113h8100-wix-03.jpg
865173F000,,KIA-HYUNDAI,"Кронштейн бампера переднего левый","Opirus 03-06",0,25,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/865173f000-kia-02.jpg
986712W500,,KIA-HYUNDAI,"Телескоп омывателя фары левой (насос)","Santa Fe 15~",0,2115,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/986712w500-hyundai-02.jpg
5838645400,,KIA-HYUNDAI,"Штифт тормозного барабана","HD59/HD60/HD65/HD72 98~",0,59,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5838645400-kia-hyundai-01.jpg
2841137200,GMTL0097/KM0400311MT/N60510H/P1LA028/1314580/13145800/711068200/2841137100,TOPIC-MT,"Прокладка впускного коллектора","Tucson 2,7L Santa Fe 2,7L",0,50,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2841137200-topic-mt-01.jpg
CEKH41R,07100121/568203K010/568203K510/CEKH34R/CTH031/DEKH32/ED9023/EKK36R/EX568203K010/H07ENDSD03783/IJB0050/IJEKH6R/KM0703036/PXCTA030/QN0817P/SEK8101R/SMTEH028/SQEKK36R/YEH28,CTR,"Наконечник кермовий правий","Sonata NF Grandeur",0,216,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/cekh41r-ctr-01.jpg
KK37066540A,KK37066540,KIA-HYUNDAI,"Выключатель концевой передней двери","Rio 00-05 Shuma Sephia Carens",0,221,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/kk37066540a-mobis-02.jpg
CLKK24L,555803E000/555803E000AS/555803E000DS/ADG085103/CLK207/DLKK37/GSLK037/J4890314/JK6326AUTOX/JTS568/KSLK037/LKK12L/PXCLB034/PXCLB034S/QL0626P/SL2048/SLK0071/SLK8255L/SLKK037/SLKK37/SMSLK048/SP0862/SQLKK12L/T3504026AUTOX/TC2307/3337001/3337002/10110122/81929954,CTR,"Стойка стабилизатора заднего левая",Sorento,0,180,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/clkk24l-ctr-02.jpg
243552G000,KM0300144/2435525000,TOPIC,"Клапан OCV (давления масла) впускной","Santa Fe 10~ 2.4L",0,828,10,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/243552g000-topic-02.jpg
934102E000,,KIA-HYUNDAI,"Выключатель подсветки и стоп сигнала","Tucson 04~",0,1233,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/934102e000-hyundai-05.jpg
957201M010SWP,957201M000/957201M010,KIA-HYUNDAI,"Датчик парктроника","Cerato 09~",0,693,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/957201m010swp-mobis-01.jpg
2102022541,BTH061020STD/H01CRKCN00172/HCJA025S/KM0100022/KM0100022CHN/M3105ASTD/2102022540/2102026040,KIA-HYUNDAI,"Вкладыши коренные (STD)","Accent 94-04 1,3L 1,5L Excel S-Coupe",0,882,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2102022541-kia-hyundai-02.jpg
0K01133065,0K01A33065/1411CAZAA0/K01133065/KOS318,KIA-HYUNDAI,"Сальник ступицы передней внутренний",Sportage,0,35,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k01133065-mobis-02.jpg
641012H000,0270239200/641012Q000/FP3204200/FP3204200P/GD2439H/M101AN6AA01P/M101AN9CA01P/NSP02641012H000/PHN30004A/STHN280090,KIA-HYUNDAI,"Панель передня",Elantra,0,3713,2,"Кременчуг - 1",1,
0K95510235B,0K95510235/DN0K95510235B/GGXK074/K04GSKRU00493/KGXK074/KM0400537RU/P1GB015,KIA-HYUNDAI,"Прокладка клапанной крышки","Sportage DOHC/Clarus 2.0 DOHC",0,176,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k95510235b-kia-hyundai-02.jpg
